gvkey,gvkeyx,from,thru,tic,co_conm,co_tic,co_cik
23877,3,20050830,20130508,I0003,COVENTRY HEALTH CARE INC,CVH,1054833
164708,3,20051003,,I0003,AMERIPRISE FINANCIAL INC,AMP,820027
6669,3,20051004,,I0003,LENNAR CORP,LEN,920760
25880,3,20051011,20180318,I0003,PATTERSON COMPANIES INC,PDCO,891024
64768,3,20051121,,I0003,AMAZON.COM INC,AMZN,1018724
158354,3,20051202,20151117,I0003,GENWORTH FINANCIAL INC,GNW,1276520
165675,3,20060103,,I0003,VIACOM INC,VIAB,1339947
24893,3,20060103,20170828,I0003,WHOLE FOODS MARKET INC,WFM,865436
61567,3,20060105,,I0003,LAUDER (ESTEE) COS INC -CL A,EL,1001250
66368,3,20060201,,I0003,VERISIGN INC,VRSN,1014473
12788,3,20060201,20170315,I0003,HARMAN INTERNATIONAL INDS,HAR,800459
13365,3,20060227,20081222,I0003,BARR PHARMACEUTICALS INC,BRL,10081
27786,3,20060303,20180318,I0003,CHESAPEAKE ENERGY CORP,CHK,895126
24731,3,20060403,,I0003,KIMCO REALTY CORP,KIM,879101
64925,3,20060403,,I0003,BOSTON PROPERTIES INC,BXP,1037540
160329,3,20060403,,I0003,ALPHABET INC,GOOGL,1652044
62655,3,20060403,20130523,I0003,DEAN FOODS CO,DF,931336
61513,3,20060420,20160512,I0003,SANDISK CORP,SNDK,1000180
6653,3,20060424,20161201,I0003,LEGG MASON INC,LM,704051
174130,3,20060518,20090630,I0003,EMBARQ CORP,EQ,1350031
121718,3,20060602,,I0003,JUNIPER NETWORKS INC,JNPR,1043604
120093,3,20060628,20160303,I0003,CNX RESOURCES CORPORATION,CNX,1070412
174490,3,20060718,20150406,I0003,WINDSTREAM HOLDINGS INC,WIN,1282266
174729,3,20060801,20180530,I0003,WYNDHAM DESTINATIONS INC,WYND,1361658
149070,3,20060811,,I0003,CME GROUP INC,CME,1156375
175263,3,20061002,,I0003,WESTERN UNION CO,WU,1365135
9772,3,20061002,20100826,I0003,SMITH INTERNATIONAL INC,SII,721083
13599,3,20061106,,I0003,CELGENE CORP,CELG,816284
165993,3,20061110,,I0003,FIDELITY NATIONAL INFO SVCS,FIS,1136893
260774,3,20061110,,I0003,CBRE GROUP INC,CBRE,1138118
111864,3,20061117,,I0003,COGNIZANT TECH SOLUTIONS,CTSH,1058290
142460,3,20061120,20140921,I0003,PEABODY ENERGY CORP,BTU,1064728
8873,3,20061201,20100630,I0003,QUESTAR CORP,STR,751652
12206,3,20061204,20150728,I0003,DIRECTV,DTV.2,1465112
176282,3,20070103,20170227,I0003,SPECTRA ENERGY CORP,SE.7,1373835
2270,3,20070104,20091222,I0003,ENSCO PLC,ESV,314808
29875,3,20070110,,I0003,AVALONBAY COMMUNITIES INC,AVB,915912
64891,3,20070202,,I0003,RALPH LAUREN CORP,RL,1037038
11115,3,20070212,,I0003,VARIAN MEDICAL SYSTEMS INC,VAR,203527
122015,3,20070215,20151102,I0003,HUDSON CITY BANCORP INC,HCBK,921847
11555,3,20070222,20150630,I0003,INTEGRYS HOLDING INC,WEC3,916863
65609,3,20070302,,I0003,C H ROBINSON WORLDWIDE INC,CHRW,1043277
7063,3,20070320,,I0003,HOST HOTELS & RESORTS INC,HST,1070750
27780,3,20070323,20090329,I0003,DDR CORP,DDR,894315
63643,3,20070329,20131222,I0003,ABERCROMBIE & FITCH  -CL A,ANF,1018840
142953,3,20070402,,I0003,MONDELEZ INTERNATIONAL INC,MDLZ,1103982
157057,3,20070410,,I0003,ASSURANT INC,AIZ,1267238
60992,3,20070531,20111218,I0003,SUNEDISON INC,SUNEQ,945436
8717,3,20070601,20160131,I0003,PRECISION CASTPARTS CORP,PCP,79958
177376,3,20070702,,I0003,DISCOVER FINANCIAL SVCS,DFS,1393612
177264,3,20070702,20090604,I0003,COVIDIEN PLC,COV,1385187
177267,3,20070702,20090625,I0003,TE CONNECTIVITY LTD,TEL,1385157
65345,3,20070709,20090303,I0003,AMERICAN CAPITAL LTD,ACAS,817473
125595,3,20070712,,I0003,AKAMAI TECHNOLOGIES INC,AKAM,1086222
6682,3,20070827,,I0003,JEFFERIES FINANCIAL GRP INC,JEF,96223
27965,3,20070907,,I0003,MICROCHIP TECHNOLOGY INC,MCHP,827054
163610,3,20070926,,I0003,INTERCONTINENTAL EXCHANGE,ICE,1571949
10466,3,20070927,,I0003,ANDEAVOR,ANDV,50104
178310,3,20071001,20170618,I0003,TERADATA CORP,TDC,816761
126296,3,20071002,,I0003,EXPEDIA GROUP INC,EXPE,1324424
7912,3,20071008,,I0003,NOBLE ENERGY INC,NBL,72207
4494,3,20071010,,I0003,EXPEDITORS INTL WASH INC,EXPD,746515
166451,3,20071025,20131112,I0003,NYSE EURONEXT,NYX,1368007
6216,3,20071026,,I0003,JACOBS ENGINEERING GROUP INC,JEC,52988
62984,3,20071029,20121223,I0003,TITANIUM METALS CORP,TIE,1011657
8694,3,20071109,20160329,I0003,PEPCO HOLDINGS INC,POM,1135971
6994,3,20071116,20090831,I0003,MANITOWOC CO,MTW,61986
105365,3,20071119,,I0003,AMERICAN TOWER CORP,AMT,1053507
145049,3,20071214,20160424,I0003,GAMESTOP CORP,GME,1326380
6788,3,20071221,20180617,I0003,RANGE RESOURCES CORP,RRC,315852
11300,3,20071231,20140921,I0003,GRAHAM HOLDINGS CO,GHC,104889
10631,3,20080102,,I0003,TOTAL SYSTEM SERVICES INC,TSS,721683
60894,3,20080129,20160403,I0003,CAMERON INTERNATIONAL CORP,CAM,941548
13125,3,20080331,,I0003,HCP INC,HCP,765880
179621,3,20080331,,I0003,PHILIP MORRIS INTERNATIONAL,PM,1413329
136725,3,20080602,,I0003,INTUITIVE SURGICAL INC,ISRG,1035267
9904,3,20080606,20170403,I0003,SOUTHWESTERN ENERGY CO,SWN,7332
147175,3,20080611,20150611,I0003,LORILLARD INC,LO,1424847
20548,3,20080623,,I0003,CABOT OIL & GAS CORP,COG,858470
141400,3,20080623,20110601,I0003,MASSEY ENERGY CO,MEE,37748
29968,3,20080701,20111218,I0003,AK STEEL HOLDING CORP,AKS,918160
180167,3,20080701,20180306,I0003,SCRIPPS NETWORKS INTERACTIVE,SNI,1430602
160225,3,20080718,,I0003,MASTERCARD INC,MA,1141391
61483,3,20080731,,I0003,DAVITA INC,DVA,927066
29804,3,20080821,,I0003,INVESCO LTD,IVZ,914208
163946,3,20080827,,I0003,CF INDUSTRIES HOLDINGS INC,CF,1324404
14225,3,20080915,,I0003,FASTENAL CO,FAST,815556
157855,3,20080915,,I0003,SALESFORCE.COM INC,CRM,1108524
5492,3,20080922,,I0003,HARRIS CORP,HRS,202058
14359,3,20080924,,I0003,PIONEER NATURAL RESOURCES CO,PXD,1038357
14282,3,20080930,,I0003,AMPHENOL CORP,APH,820313
4108,3,20081002,,I0003,FLOWSERVE CORP,FLS,30625
179700,3,20081007,20180701,I0003,DR PEPPER SNAPPLE GROUP INC,DPS,
149337,3,20081022,,I0003,NASDAQ INC,NDAQ,1120193
11550,3,20081031,,I0003,WEC ENERGY GROUP INC,WEC,783325
9777,3,20081106,,I0003,SMUCKER (JM) CO,SJM,91419
16245,3,20081113,,I0003,PEOPLE'S UNITED FINL INC,PBCT,1378946
13700,3,20081114,,I0003,DENTSPLY SIRONA INC,XRAY,818479
149318,3,20081114,,I0003,WYNN RESORTS LTD,WYNN,1174922
23945,3,20081117,20111016,I0003,CEPHALON INC,CEPH,873364
63527,3,20081119,,I0003,STERICYCLE INC,SRCL,861878
118577,3,20081124,20140123,I0003,LIFE TECHNOLOGIES CORP,LIFE.3,1073431
4094,3,20081202,20170404,I0003,DUN & BRADSTREET CORP,DNB,1115222
112168,3,20081205,,I0003,REPUBLIC SERVICES INC,RSG,1060391
4430,3,20081219,,I0003,EQT CORP,EQT,33213
25783,3,20081223,20110228,I0003,MCAFEE INC,MFE,890801
