gvkey,gvkeyx,from,thru,tic,co_conm,co_tic,co_cik
1164,3,19960401,20020514,I0003,MCI INC,MCIP,723527
3221,3,19960423,,I0003,AON PLC,AON,315293
62897,3,19960531,20040324,I0003,TUPPERWARE BRANDS CORP,TUP,1008654
24379,3,19960719,20081030,I0003,MGIC INVESTMENT CORP/WI,MTG,876437
9545,3,19960816,20001121,I0003,SEAGATE TECHNOLOGY-OLD,SEG.2,354952
14489,3,19960906,20131028,I0003,DELL TECHNOLOGIES INC,7732B,1571996
62599,3,19961001,20061130,I0003,LUCENT TECHNOLOGIES INC,LU,1006240
61413,3,19961016,20000716,I0003,UNION PACIFIC RESOURCES GRP,UPR.1,949061
63800,3,19961104,20100228,I0003,IMS HEALTH HOLDINGS INC,IMS,1595262
13561,3,19961203,20091220,I0003,MBIA INC,MBI,814585
31166,3,19961219,20060423,I0003,GUIDANT CORP,GDT,929987
10530,3,19970102,,I0003,THERMO FISHER SCIENTIFIC INC,TMO,97745
23809,3,19970102,,I0003,AUTOZONE INC,AZO,866787
12589,3,19970108,20030320,I0003,ENCOMPASS HEALTH CORP,EHC,785161
12603,3,19970115,20020724,I0003,CNO FINANCIAL GROUP INC,CNO,1224608
18699,3,19970403,20070102,I0003,PTC INC,PTC,857005
12540,3,19970506,,I0003,ADOBE SYSTEMS INC,ADBE,796343
2751,3,19970527,,I0003,CARDINAL HEALTH INC,CAH,721371
13988,3,19970602,,I0003,SCHWAB (CHARLES) CORP,SCHW,316709
2731,3,19970611,20051002,I0003,PROVIDIAN FINANCIAL CORP,PVN,1035713
3555,3,19970618,20080630,I0003,COUNTRYWIDE FINANCIAL CORP,CFC.3,25191
4423,3,19970619,,I0003,EQUIFAX INC,EFX,33185
16243,3,19970702,20080929,I0003,WASHINGTON MUTUAL INC,WAMUQ,
1678,3,19970728,,I0003,APACHE CORP,APA,6769
11923,3,19970728,,I0003,ANADARKO PETROLEUM CORP,APC,773910
13341,3,19970804,,I0003,PROGRESSIVE CORP-OHIO,PGR,80661
8215,3,19970804,20001210,I0003,OWENS-ILLINOIS INC,OI,812074
5786,3,19970806,,I0003,HUNTINGTON BANCSHARES,HBAN,49196
5211,3,19970807,20000531,I0003,MIRAGE RESORTS INC,MIR.1,42246
10035,3,19970818,,I0003,STATE STREET CORP,STT,93751
3105,3,19970901,20080730,I0003,IHEARTMEDIA INC,IHRTQ,1400891
6304,3,19970915,,I0003,KLA-TENCOR CORP,KLAC,319201
65417,3,19971007,,I0003,YUM BRANDS INC,YUM,1041061
13041,3,19971128,20080101,I0003,SYNOVUS FINANCIAL CORP,SNV,18349
11856,3,19971204,,I0003,BB&T CORP,BBT,92230
14824,3,19971218,,I0003,CINCINNATI FINANCIAL CORP,CINF,20286
4066,3,19971224,,I0003,OMNICOM GROUP,OMC,29989
30128,3,19980112,20080916,I0003,LEHMAN BROTHERS HOLDINGS INC,LEHMQ,806085
12123,3,19980120,20130213,I0003,BIG LOTS INC,BIG,768835
10909,3,19980128,20010228,I0003,SUMMIT BANCORP,SUB.2,101320
7982,3,19980130,,I0003,NORTHERN TRUST CORP,NTRS,73124
9555,3,19980401,,I0003,SEALED AIR CORP,SEE,1012100
24870,3,19980401,20050814,I0003,NEXTEL COMMUNICATIONS INC,NXTL,824169
1831,3,19980408,20001203,I0003,ASSOCIATES FIRST CAP -CL A,AFS,7974
29345,3,19980427,20060731,I0003,GATEWAY INC,GTW,895812
4885,3,19980429,,I0003,FRANKLIN RESOURCES INC,BEN,38777
28930,3,19980521,,I0003,MARRIOTT INTL INC,MAR,1048286
30990,3,19980701,,I0003,CAPITAL ONE FINANCIAL CORP,COF,927628
11818,3,19980701,20080601,I0003,BEAR STEARNS COMPANIES INC,BSC.1,777001
10121,3,19980701,20180604,I0003,NAVIENT CORP,NAVI,1593538
4016,3,19980716,20070708,I0003,DOLLAR GENERAL CORP,DG,29534
14477,3,19980717,,I0003,WASTE MANAGEMENT INC,WM,823768
5074,3,19980811,20080826,I0003,ELECTRONIC DATA SYSTEMS CORP,EDS.,1007456
25283,3,19980814,,I0003,KOHL'S CORP,KSS,885639
4674,3,19980828,,I0003,REGIONS FINANCIAL CORP,RF,1281761
9113,3,19980916,20001211,I0003,NABISCO GROUP HOLDINGS CORP,NGH.2,847903
24607,3,19980928,20071108,I0003,MANOR CARE INC,HCR,878736
8402,3,19981001,,I0003,PAYCHEX INC,PAYX,723531
10868,3,19981001,20040630,I0003,UNION PLANTERS CORP,UPC.,100893
14650,3,19981001,20130910,I0003,BMC SOFTWARE INC,BMC,835729
24216,3,19981002,,I0003,AES CORP,AES,874761
25944,3,19981002,20041228,I0003,PEOPLESOFT INC,PSFT.,875570
15521,3,19981007,20170917,I0003,STAPLES INC,SPLS,791519
12756,3,19981008,20160530,I0003,COCA-COLA EUROPEAN PARTNERS,CCE,1650107
8804,3,19981103,20000820,I0003,NEW CENTURY ENERGIES INC,NCE.1,1004858
9359,3,19981113,20150126,I0003,SAFEWAY INC,SWY,86144
3735,3,19981118,,I0003,DANAHER CORP,DHR,313616
116245,3,19981124,20040422,I0003,SPRINT PCS GROUP,PCS.1,
13498,3,19981222,,I0003,CARNIVAL CORP/PLC (USA),CCL,815097
17110,3,19981231,20071001,I0003,SOLECTRON CORP,SLR,835541
4723,3,19990104,,I0003,U S BANCORP,USB,36104
26011,3,19990104,20120102,I0003,COMPUWARE CORP,CPWR.1,859014
25056,3,19990104,20180619,I0003,TIME WARNER INC,TWX,1105705
7171,3,19990113,,I0003,MCKESSON CORP,MCK,927653
9880,3,19990301,20041031,I0003,SOUTHTRUST CORP,SOTR,92081
1619,3,19990310,20061105,I0003,AMSOUTH BANCORPORATION,ASO.1,3133
2884,3,19990325,,I0003,CENTURYLINK INC,CTL,18926
6335,3,19990405,20000712,I0003,KANSAS CITY SOUTHERN,KSU,54480
27845,3,19990412,,I0003,ALLERGAN PLC,AGN,1578845
3439,3,19990503,,I0003,CMS ENERGY CORP,CMS,811156
1449,3,19990528,,I0003,AFLAC INC,AFL,4977
118122,3,19990528,20051010,I0003,APTIV PLC,APTV,1521332
8299,3,19990604,20001105,I0003,PAINE WEBBER GROUP,PWJ.,75754
27766,3,19990609,20041130,I0003,WELLPOINT HEALTH NETWRKS INC,WLP.1,1013220
4800,3,19990622,20001130,I0003,FLORIDA PROGRESS CORP,PGN3,357261
14624,3,19990624,20101219,I0003,OFFICE DEPOT INC,ODP,800240
61591,3,19990625,,I0003,NETAPP INC,NTAP,1002047
2184,3,19990630,,I0003,BEST BUY CO INC,BBY,764478
11228,3,19990701,,I0003,VULCAN MATERIALS CO,VMC,1396009
24800,3,19990722,,I0003,QUALCOMM INC,QCOM,804328
1013,3,19990802,20070701,I0003,ADC TELECOMMUNICATIONS INC,ADCT,61478
22140,3,19990802,20081204,I0003,ALLIED WASTE INDUSTRIES INC,AW,848865
114303,3,19990809,20020902,I0003,CONOCO INC,COC1,1066806
61552,3,19990813,20120930,I0003,LEXMARK INTL INC  -CL A,LXK,1001288
10621,3,19990920,20010917,I0003,TOSCO CORP,TOS.1,74091
113491,3,19990929,20011009,I0003,GLOBAL CROSSING LTD,GLBC,1061322
12256,3,19991001,20010513,I0003,STEEL EXCEL INC,SXCL,709804
25338,3,19991001,20170725,I0003,BED BATH & BEYOND INC,BBBY,886158
1075,3,19991004,,I0003,PINNACLE WEST CAPITAL CORP,PNW,764622
1632,3,19991012,,I0003,ANALOG DEVICES,ADI,6281
12138,3,19991013,,I0003,PRICE (T. ROWE) GROUP,TROW,1113169
6649,3,19991018,,I0003,LEGGETT & PLATT INC,LEG,58492
4242,3,19991026,20120524,I0003,EL PASO CORP,EP,1066107
12884,3,19991027,20070131,I0003,COMVERSE TECHNOLOGY INC,CMVT,803014
125533,3,19991105,20101116,I0003,PACTIV CORP,PTV,1089976
22325,3,19991108,,I0003,XILINX INC,XLNX,743988
10453,3,19991115,20131222,I0003,TERADYNE INC,TER,97210
30095,3,19991116,20030925,I0003,QUINTILES TRANSNATIONAL CORP,0573B,919623
61676,3,19991201,,I0003,CITRIX SYSTEMS INC,CTXS,877890
7506,3,19991201,20131209,I0003,MOLEX INC,MOLX,67472
8118,3,19991202,20010401,I0003,OLD KENT FINANCIAL CORP,OK.2,746969
62634,3,19991208,20170618,I0003,ALTABA INC,AABA,1011006
28338,3,19991231,20081218,I0003,TRANSOCEAN LTD,RIG,1451505
7648,3,20000104,20070930,I0003,NCR CORP,NCR,70866
110536,3,20000106,20001002,I0003,YOUNG & RUBICAM INC,YNR.1,1030048
12389,3,20000131,,I0003,HARLEY-DAVIDSON INC,HOG,793952
116526,3,20000131,20020625,I0003,CONEXANT SYSTEMS INC,CNXT.1,1069353
2226,3,20000131,20031112,I0003,BIOGEN INC-OLD,BGEN,714655
63766,3,20000316,20070401,I0003,SABRE HOLDINGS CORP  -CL A,TSG.2,1020265
29356,3,20000403,20050704,I0003,VERITAS SOFTWARE CORP,VRTS.1,1084408
12216,3,20000403,20170312,I0003,LINEAR TECHNOLOGY CORP,LLTC,791907
14324,3,20000418,20151228,I0003,ALTERA CORP,ALTR.1,768251
62602,3,20000505,20020512,I0003,SAPIENT CORP,SAPE,1008817
63180,3,20000505,20060131,I0003,SIEBEL SYSTEMS INC,SEBL,1006835
14256,3,20000510,20070926,I0003,MAXIM INTEGRATED PRODUCTS,MXIM,743316
14565,3,20000601,20070214,I0003,AMERICAN POWER CONVERSION CP,APCC.,835910
126554,3,20000605,,I0003,AGILENT TECHNOLOGIES INC,A,1090872
25434,3,20000608,,I0003,STARBUCKS CORP,SBUX,829224
113419,3,20000613,20091220,I0003,CONVERGYS CORP,CVG,1062047
24008,3,20000616,20070531,I0003,MEDIMMUNE INC,MEDI,873591
16751,3,20000619,20040831,I0003,CHARTER ONE FINANCIAL INC,CF.6,819692
14623,3,20000619,20120604,I0003,NOVELLUS SYSTEMS INC,NVLS.1,836106
13646,3,20000621,,I0003,TIFFANY & CO,TIF,98246
28139,3,20000621,20070701,I0003,SANMINA CORP,SANM,897723
136648,3,20000629,20060102,I0003,VISTEON CORP,VC,1111335
29095,3,20000629,20060103,I0003,MERCURY INTERACTIVE CORP,MERQ,867058
66708,3,20000703,20160131,I0003,BROADCOM CORP,BRCM,1054374
137232,3,20000713,20111122,I0003,JANUS CAPITAL GROUP INC,JNS,
2549,3,20000717,20010603,I0003,CIT GROUP INC-OLD,CIT.1,20388
29241,3,20000727,20131222,I0003,VIAVI SOLUTIONS INC,VIAV,912093
132502,3,20000728,20020813,I0003,PALM INC,PALM,1100389
6799,3,20000821,20070826,I0003,KEYSPAN CORP,KSE,1062379
14934,3,20000830,,I0003,DEVON ENERGY CORP,DVN,1090012
139662,3,20001002,20071025,I0003,AVAYA INC,5933B,1116521
139665,3,20001003,,I0003,MOODY'S CORP,MCO,1059556
25495,3,20001003,20091220,I0003,DYNEGY INC,DYN,1379895
112033,3,20001003,20101219,I0003,KING PHARMACEUTICALS INC,KG,1047699
1661,3,20001018,20150322,I0003,NABORS INDUSTRIES LTD,NBR,1163739
65554,3,20001023,20050313,I0003,POWER-ONE INC,PWER,1042825
7974,3,20001102,,I0003,NISOURCE INC,NI,1111711
16478,3,20001102,,I0003,EOG RESOURCES INC,EOG,821189
63099,3,20001106,20010903,I0003,BROADVISION INC,BVSN,920448
5723,3,20001117,20160922,I0003,STARWOOD HOTELS&RESORTS WRLD,HOT,316206
4843,3,20001122,20140630,I0003,FOREST LABORATORIES  -CL A,FRX,38074
3011,3,20001124,20060419,I0003,CHIRON CORP,CHIR,706539
63605,3,20001201,20051201,I0003,CALPINE CORP,CPN,916457
2312,3,20001205,,I0003,ROBERT HALF INTL INC,RHI,315213
27928,3,20001211,,I0003,INTUIT INC,INTU,896878
133768,3,20001211,,I0003,METLIFE INC,MET,1099219
10232,3,20001211,20070109,I0003,SYMBOL TECHNOLOGIES,SBL.2,278352
24287,3,20001211,20080610,I0003,AMBAC FINANCIAL GROUP INC,AMBC,874501
1279,3,20001211,20110227,I0003,ALLEGHENY ENERGY INC,AYE,3673
10115,3,20001212,,I0003,STRYKER CORP,SYK,310764
24803,3,20001212,20020820,I0003,VITESSE SEMICONDUCTOR CORP,VTSS,880446
6310,3,20001212,20070530,I0003,KINDER MORGAN INC,KMI,1506307
29791,3,20001212,20110117,I0003,QLOGIC CORP,QLGC,918386
65904,3,20010102,20060517,I0003,APPLIED MICRO CIRCUITS CORP,AMCC,711065
11925,3,20010116,20090326,I0003,NOBLE CORP PLC,NE,1458891
28195,3,20010130,20141104,I0003,JABIL INC,JBL,898293
63669,3,20010207,20070328,I0003,UNIVISION COMMUNICATIONS INC,5952B,1017008
135484,3,20010227,20170319,I0003,FRONTIER COMMUNICATIONS CORP,FTR,20520
3062,3,20010301,,I0003,CINTAS CORP,CTAS,723254
12635,3,20010402,,I0003,FISERV INC,FISV,798354
3373,3,20010402,20040226,I0003,CONCORD EFS INC,CE.2,740112
140033,3,20010403,20030716,I0003,GENON ENERGY INC,GEN.3,1010775
119417,3,20010514,20100228,I0003,PEPSI BOTTLING GROUP INC,PBG,1076405
64156,3,20010604,20111218,I0003,MONSTER WORLDWIDE INC,MWW,1020416
11687,3,20010625,,I0003,ZIONS BANCORPORATION,ZION,109380
128659,3,20010628,20040428,I0003,HANCOCK JOHN FINL SVCS INC,JHF,736260
144066,3,20010702,,I0003,ROCKWELL COLLINS INC,COL,1137411
134845,3,20010709,20041026,I0003,AT&T WIRELESS SERVICES INC,AWE.2,1138234
23943,3,20010803,20070701,I0003,PMC-SIERRA INC,PMCS,767920
4560,3,20010806,20150708,I0003,FAMILY DOLLAR STORES,FDO,34408
144559,3,20010807,,I0003,ZIMMER BIOMET HOLDINGS INC,ZBH,1136869
31673,3,20010830,,I0003,AMERISOURCEBERGEN CORP,ABC,1140859
64356,3,20010830,20091220,I0003,CIENA CORP,CIEN,936395
24318,3,20010904,,I0003,XL GROUP LTD,XL,875159
6097,3,20010904,20140622,I0003,INTL GAME TECHNOLOGY,IGT.1,353944
5885,3,20010921,20020716,I0003,IMMUNEX CORP,IMNX,
65048,3,20011010,20070211,I0003,EQUITY OFFICE PROPERTIES TR,EOP,1038339
10277,3,20011010,20160630,I0003,TECO ENERGY INC,TE,350563
12338,3,20011107,20070301,I0003,HEALTH MANAGEMENT ASSOC,HMA,792985
117768,3,20011130,,I0003,NVIDIA CORP,NVDA,1045810
28733,3,20011203,,I0003,EQUITY RESIDENTIAL,EQR,906107
12233,3,20011214,20110403,I0003,GENZYME CORP,GENZ,732485
24032,3,20011217,20090303,I0003,JONES GROUP INC,JNY,874016
61574,3,20020102,,I0003,WATERS CORP,WAT,1000697
15709,3,20020117,20160221,I0003,PLUM CREEK TIMBER CO INC,PCL,849213
28034,3,20020130,20080717,I0003,CHUBB LTD,CB,896159
11135,3,20020201,20030223,I0003,RATIONAL SOFTWARE CORP,RATL,722056
7067,3,20020211,20110705,I0003,MARSHALL & ILSLEY CORP,MI.1,1399315
4737,3,20020506,20130623,I0003,FIRST HORIZON NATIONAL CORP,FHN,36966
1567,3,20020513,20080605,I0003,TRANE INC,TT.2,836102
22794,3,20020515,20100429,I0003,BJ SERVICES CO,BJS.1,864328
31122,3,20020515,20130630,I0003,APOLLO EDUCATION GROUP INC,APOL,929887
29389,3,20020626,,I0003,SIMON PROPERTY GROUP INC,SPG,1063761
15202,3,20020717,20061130,I0003,NORTH FORK BANCORPORATION,NFB,352510
10920,3,20020722,,I0003,UNITED PARCEL SERVICE INC,UPS,1090727
16721,3,20020722,,I0003,ELECTRONIC ARTS INC,EA,712515
114524,3,20020722,,I0003,EBAY INC,EBAY,1065088
114628,3,20020722,,I0003,GOLDMAN SACHS GROUP INC,GS,886982
143356,3,20020722,,I0003,PRUDENTIAL FINANCIAL INC,PRU,1137774
145701,3,20020722,,I0003,PRINCIPAL FINANCIAL GRP INC,PFG,1126328
12144,3,20020722,20050811,I0003,SUNGARD DATA SYSTEMS INC,0139A,789388
145046,3,20020725,,I0003,ANTHEM INC,ANTM,1156039
140760,3,20020814,20180606,I0003,MONSANTO CO,MON,1110783
62689,3,20020821,,I0003,TRAVELERS COS INC,TRV,86312
120877,3,20020904,20170725,I0003,REYNOLDS AMERICAN INC,RAI,1275283
3226,3,20021119,,I0003,COMCAST CORP,CMCSA,1166691
64166,3,20021212,,I0003,QUEST DIAGNOSTICS INC,DGX,1022079
9063,3,20030224,20170807,I0003,AUTONATION INC,AN,350698
30490,3,20030314,,I0003,APARTMENT INVST & MGMT CO,AIV,922864
7146,3,20030321,,I0003,MCCORMICK & CO INC,MKC,63754
15855,3,20030331,,I0003,SYMANTEC CORP,SYMC,849399
66731,3,20030416,20130101,I0003,FEDERATED INVESTORS INC,FII,1056288
29984,3,20030717,,I0003,PROLOGIS INC,PLD,1045609
7186,3,20030820,20120403,I0003,MEDCO HEALTH SOLUTIONS INC,MHS,1170650
25356,3,20030926,,I0003,EXPRESS SCRIPTS HOLDING CO,ESRX,1532063
24468,3,20031113,,I0003,BIOGEN INC,BIIB,875045
4699,3,20040227,,I0003,M & T BANK CORP,MTB,36270
31549,3,20040325,20070322,I0003,CAREMARK RX INC,CMX.1,1000736
63501,3,20040401,,I0003,E TRADE FINANCIAL CORP,ETFC,1015780
30697,3,20040402,20100207,I0003,AFFILIATED COMPUTER SERVICES,ACS,2135
7637,3,20040423,,I0003,MYLAN NV,MYL,1623613
15247,3,20040429,,I0003,VALERO ENERGY CORP,VLO,1035002
160255,3,20040503,20150902,I0003,HOSPIRA INC,HSP,1274057
24856,3,20040701,,I0003,GILEAD SCIENCES INC,GILD,882095
17130,3,20040701,20090129,I0003,SANTANDER HOLDINGS USA INC,STD2,811830
13204,3,20040803,20061109,I0003,FISHER SCIENTIFIC INTL INC,FSH.2,880430
140541,3,20040901,,I0003,TAPESTRY INC,TPR,1116132
149738,3,20041027,20090726,I0003,CIT GROUP INC,CIT,1171825
14960,3,20041101,,I0003,LABORATORY CP OF AMER HLDGS,LH,920148
110685,3,20041201,,I0003,L3 TECHNOLOGIES INC,LLL,1039101
157858,3,20041203,20061203,I0003,FREESCALE SEMICONDUCTOR INC,BX1,1272547
12886,3,20041220,,I0003,TWENTY-FIRST CENTURY FOX INC,FOXA,1308161
2849,3,20041220,20070906,I0003,BBVA COMPASS BANCSHARES INC,BBVA1,1409775
8787,3,20041220,20071007,I0003,ARCHSTONE INC-REDH,ASN,1555218
28256,3,20041229,20100627,I0003,XTO ENERGY INC,XTO,868809
63892,3,20050314,,I0003,NATIONAL OILWELL VARCO INC,NOV,1021860
6307,3,20050328,20120904,I0003,SEARS HOLDINGS CORP,SHLD,1310067
2710,3,20050705,,I0003,CONSTELLATION BRANDS,STZ,16918
25340,3,20050705,,I0003,D R HORTON INC,DHI,882184
4367,3,20050722,20090225,I0003,WEATHERFORD INTL PLC,WFT,1603923
10793,3,20050811,,I0003,TYSON FOODS INC  -CL A,TSN,100493
11220,3,20050812,,I0003,VORNADO REALTY TRUST,VNO,899689
7620,3,20050815,20170725,I0003,MURPHY OIL CORP,MUR,717423
10096,3,20050819,,I0003,PUBLIC STORAGE,PSA,1393311
23877,3,20050830,20130508,I0003,COVENTRY HEALTH CARE INC,CVH,1054833
164708,3,20051003,,I0003,AMERIPRISE FINANCIAL INC,AMP,820027
6669,3,20051004,,I0003,LENNAR CORP,LEN,920760
25880,3,20051011,20180318,I0003,PATTERSON COMPANIES INC,PDCO,891024
64768,3,20051121,,I0003,AMAZON.COM INC,AMZN,1018724
158354,3,20051202,20151117,I0003,GENWORTH FINANCIAL INC,GNW,1276520
14535,3,20051220,20080630,I0003,EW SCRIPPS  -CL A,SSP,832428
165675,3,20060103,,I0003,VIACOM INC,VIAB,1339947
24893,3,20060103,20170828,I0003,WHOLE FOODS MARKET INC,WFM,865436
61567,3,20060105,,I0003,LAUDER (ESTEE) COS INC -CL A,EL,1001250
66368,3,20060201,,I0003,VERISIGN INC,VRSN,1014473
12788,3,20060201,20170315,I0003,HARMAN INTERNATIONAL INDS,HAR,800459
13365,3,20060227,20081222,I0003,BARR PHARMACEUTICALS INC,BRL,10081
27786,3,20060303,20180318,I0003,CHESAPEAKE ENERGY CORP,CHK,895126
24731,3,20060403,,I0003,KIMCO REALTY CORP,KIM,879101
64925,3,20060403,,I0003,BOSTON PROPERTIES INC,BXP,1037540
160329,3,20060403,,I0003,ALPHABET INC,GOOGL,1652044
62655,3,20060403,20130523,I0003,DEAN FOODS CO,DF,931336
61513,3,20060420,20160512,I0003,SANDISK CORP,SNDK,1000180
6653,3,20060424,20161201,I0003,LEGG MASON INC,LM,704051
174130,3,20060518,20090630,I0003,EMBARQ CORP,EQ,1350031
121718,3,20060602,,I0003,JUNIPER NETWORKS INC,JNPR,1043604
16784,3,20060606,20080330,I0003,COMMERCE BANCORP INC/NJ,CBH.1,715096
120093,3,20060628,20160303,I0003,CNX RESOURCES CORPORATION,CNX,1070412
174490,3,20060718,20150406,I0003,WINDSTREAM HOLDINGS INC,WIN,1282266
174022,3,20060801,20070409,I0003,REALOGY HOLDINGS CORP,RLGY,1398987
174729,3,20060801,20180530,I0003,WYNDHAM DESTINATIONS INC,WYND,1361658
149070,3,20060811,,I0003,CME GROUP INC,CME,1156375
175263,3,20061002,,I0003,WESTERN UNION CO,WU,1365135
9772,3,20061002,20100826,I0003,SMITH INTERNATIONAL INC,SII,721083
13599,3,20061106,,I0003,CELGENE CORP,CELG,816284
165993,3,20061110,,I0003,FIDELITY NATIONAL INFO SVCS,FIS,1136893
260774,3,20061110,,I0003,CBRE GROUP INC,CBRE,1138118
111864,3,20061117,,I0003,COGNIZANT TECH SOLUTIONS,CTSH,1058290
142460,3,20061120,20140921,I0003,PEABODY ENERGY CORP,BTU,1064728
26061,3,20061201,20080820,I0003,IAC/INTERACTIVECORP,IAC,891103
8873,3,20061201,20100630,I0003,QUESTAR CORP,STR,751652
12206,3,20061204,20150728,I0003,DIRECTV,DTV.2,1465112
7991,3,20061220,20081105,I0003,TEREX CORP,TEX,97216
176282,3,20070103,20170227,I0003,SPECTRA ENERGY CORP,SE.7,1373835
2270,3,20070104,20091222,I0003,ENSCO PLC,ESV,314808
29875,3,20070110,,I0003,AVALONBAY COMMUNITIES INC,AVB,915912
64891,3,20070202,,I0003,RALPH LAUREN CORP,RL,1037038
11115,3,20070212,,I0003,VARIAN MEDICAL SYSTEMS INC,VAR,203527
122015,3,20070215,20151102,I0003,HUDSON CITY BANCORP INC,HCBK,921847
11555,3,20070222,20150630,I0003,INTEGRYS HOLDING INC,WEC3,916863
65609,3,20070302,,I0003,C H ROBINSON WORLDWIDE INC,CHRW,1043277
7063,3,20070320,,I0003,HOST HOTELS & RESORTS INC,HST,1070750
27780,3,20070323,20090329,I0003,DDR CORP,DDR,894315
63643,3,20070329,20131222,I0003,ABERCROMBIE & FITCH  -CL A,ANF,1018840
142953,3,20070402,,I0003,MONDELEZ INTERNATIONAL INC,MDLZ,1103982
157057,3,20070410,,I0003,ASSURANT INC,AIZ,1267238
60992,3,20070531,20111218,I0003,SUNEDISON INC,SUNEQ,945436
8717,3,20070601,20160131,I0003,PRECISION CASTPARTS CORP,PCP,79958
177376,3,20070702,,I0003,DISCOVER FINANCIAL SVCS,DFS,1393612
28119,3,20070702,20081112,I0003,GGP INC,GGP,1496048
177264,3,20070702,20090604,I0003,COVIDIEN PLC,COV,1385187
177267,3,20070702,20090625,I0003,TE CONNECTIVITY LTD,TEL,1385157
65345,3,20070709,20090303,I0003,AMERICAN CAPITAL LTD,ACAS,817473
125595,3,20070712,,I0003,AKAMAI TECHNOLOGIES INC,AKAM,1086222
6682,3,20070827,,I0003,JEFFERIES FINANCIAL GRP INC,JEF,96223
27965,3,20070907,,I0003,MICROCHIP TECHNOLOGY INC,MCHP,827054
163610,3,20070926,,I0003,INTERCONTINENTAL EXCHANGE,ICE,1571949
10466,3,20070927,,I0003,ANDEAVOR,ANDV,50104
178310,3,20071001,20170618,I0003,TERADATA CORP,TDC,816761
126296,3,20071002,,I0003,EXPEDIA GROUP INC,EXPE,1324424
7912,3,20071008,,I0003,NOBLE ENERGY INC,NBL,72207
4494,3,20071010,,I0003,EXPEDITORS INTL WASH INC,EXPD,746515
166451,3,20071025,20131112,I0003,NYSE EURONEXT,NYX,1368007
6216,3,20071026,,I0003,JACOBS ENGINEERING GROUP INC,JEC,52988
62984,3,20071029,20121223,I0003,TITANIUM METALS CORP,TIE,1011657
8694,3,20071109,20160329,I0003,PEPCO HOLDINGS INC,POM,1135971
6994,3,20071116,20090831,I0003,MANITOWOC CO,MTW,61986
105365,3,20071119,,I0003,AMERICAN TOWER CORP,AMT,1053507
145049,3,20071214,20160424,I0003,GAMESTOP CORP,GME,1326380
6788,3,20071221,20180617,I0003,RANGE RESOURCES CORP,RRC,315852
11300,3,20071231,20140921,I0003,GRAHAM HOLDINGS CO,GHC,104889
10631,3,20080102,,I0003,TOTAL SYSTEM SERVICES INC,TSS,721683
60894,3,20080129,20160403,I0003,CAMERON INTERNATIONAL CORP,CAM,941548
13125,3,20080331,,I0003,HCP INC,HCP,765880
179621,3,20080331,,I0003,PHILIP MORRIS INTERNATIONAL,PM,1413329
136725,3,20080602,,I0003,INTUITIVE SURGICAL INC,ISRG,1035267
9904,3,20080606,20170403,I0003,SOUTHWESTERN ENERGY CO,SWN,7332
147175,3,20080611,20150611,I0003,LORILLARD INC,LO,1424847
20548,3,20080623,,I0003,CABOT OIL & GAS CORP,COG,858470
141400,3,20080623,20110601,I0003,MASSEY ENERGY CO,MEE,37748
29968,3,20080701,20111218,I0003,AK STEEL HOLDING CORP,AKS,918160
180167,3,20080701,20180306,I0003,SCRIPPS NETWORKS INTERACTIVE,SNI,1430602
160225,3,20080718,,I0003,MASTERCARD INC,MA,1141391
61483,3,20080731,,I0003,DAVITA INC,DVA,927066
29804,3,20080821,,I0003,INVESCO LTD,IVZ,914208
163946,3,20080827,,I0003,CF INDUSTRIES HOLDINGS INC,CF,1324404
14225,3,20080915,,I0003,FASTENAL CO,FAST,815556
157855,3,20080915,,I0003,SALESFORCE.COM INC,CRM,1108524
5492,3,20080922,,I0003,HARRIS CORP,HRS,202058
14359,3,20080924,,I0003,PIONEER NATURAL RESOURCES CO,PXD,1038357
14282,3,20080930,,I0003,AMPHENOL CORP,APH,820313
4108,3,20081002,,I0003,FLOWSERVE CORP,FLS,30625
179700,3,20081007,20180701,I0003,DR PEPPER SNAPPLE GROUP INC,DPS,
149337,3,20081022,,I0003,NASDAQ INC,NDAQ,1120193
11550,3,20081031,,I0003,WEC ENERGY GROUP INC,WEC,783325
9777,3,20081106,,I0003,SMUCKER (JM) CO,SJM,91419
16245,3,20081113,,I0003,PEOPLE'S UNITED FINL INC,PBCT,1378946
13700,3,20081114,,I0003,DENTSPLY SIRONA INC,XRAY,818479
149318,3,20081114,,I0003,WYNN RESORTS LTD,WYNN,1174922
23945,3,20081117,20111016,I0003,CEPHALON INC,CEPH,873364
63527,3,20081119,,I0003,STERICYCLE INC,SRCL,861878
118577,3,20081124,20140123,I0003,LIFE TECHNOLOGIES CORP,LIFE.3,1073431
4094,3,20081202,20170404,I0003,DUN & BRADSTREET CORP,DNB,1115222
112168,3,20081205,,I0003,REPUBLIC SERVICES INC,RSG,1060391
4430,3,20081219,,I0003,EQT CORP,EQT,33213
25783,3,20081223,20110228,I0003,MCAFEE INC,MFE,890801
9445,3,20090102,,I0003,SCANA CORP,SCG,754737
28477,3,20090102,,I0003,FLIR SYSTEMS INC,FLIR,354908
8215,3,20090102,20161201,I0003,OWENS-ILLINOIS INC,OI,812074
62374,3,20090106,,I0003,IRON MOUNTAIN INC,IRM,1020569
5543,3,20090130,,I0003,WELLTOWER INC,WELL,766704
